id_transaccion,fecha,id_socio,nombre_cliente,sucursal,categoria_servicio,tipo_membresia,monto_ingreso,costo_adquisicion_cac,duracion_meses_socio,estado_socio,asistencias_mes,nps_satisfaccion
TRX-RD-9260,2025-10-25,011-9652373-0,"Rosa Gómez Rodríguez","Santo Domingo (Piantini)","Tienda Deportiva","Básica",1722.00,1353.00,11,Activo,8,8
TRX-RD-9277,2025-10-25,031-1342744-1,"Patricia Pérez Díaz","Puerto Plata Club","Membresías","Básica",1690.00,1141.00,11,Activo,12,9
TRX-RD-9301,2025-10-25,031-0084252-9,"Yamilka Morales Cruz","Santo Domingo Este (Zona Oriental)","Tienda Deportiva","Básica",1837.00,1317.00,6,Activo,14,9
TRX-RD-8685,2025-10-26,402-4689026-9,"Gabriel Santana García","Santiago (Los Jardines)","Membresías","Premium",2690.00,1701.00,9,Activo,12,8
TRX-RD-8690,2025-10-26,011-5108527-9,"Yudelka Morales Castillo","Santiago (Los Jardines)","Membresías","Premium",2690.00,1676.00,10,Activo,10,8
TRX-RD-8709,2025-10-26,011-7673531-2,"Luis Jiménez Santana","Punta Cana (Bávaro)","Clases Guiadas","Premium",1149.00,1534.00,16,Activo,18,8
TRX-RD-8727,2025-10-26,097-4883894-4,"Stephanie Vásquez Guzmán","Santiago (Los Jardines)","Membresías","Básica",1690.00,1041.00,8,Activo,10,9
TRX-RD-8754,2025-10-26,011-7655157-8,"Emmanuel Pérez Díaz","Santo Domingo (Piantini)","Tienda Deportiva","Premium",1796.00,1568.00,11,Activo,11,6
TRX-RD-8767,2025-10-26,037-5645049-4,"José Gómez Jiménez","Santiago (Los Jardines)","Membresías","Premium",2690.00,2106.00,9,Activo,11,10
TRX-RD-8787,2025-10-26,097-7300350-5,"Laura Sánchez Martínez","Santiago (Los Jardines)","Personal Trainer","Premium",1475.00,1594.00,10,Activo,6,7
TRX-RD-8796,2025-10-26,402-0381126-6,"María Castillo Díaz","Santiago (Los Jardines)","Membresías","Básica",1690.00,916.00,11,Activo,15,8
TRX-RD-8823,2025-10-26,037-3740762-1,"Pedro Morales Rosario","Santo Domingo Este (Zona Oriental)","Membresías","Básica",1690.00,1223.00,6,Activo,14,7
TRX-RD-8848,2025-10-26,037-7391172-6,"Yudelka Paulino Castillo","Santo Domingo (Piantini)","Membresías","Premium",2690.00,1548.00,8,Activo,9,8
TRX-RD-8925,2025-10-26,011-9824525-8,"José Sánchez Marte","Santo Domingo (Piantini)","Membresías","Premium",2690.00,1765.00,11,Activo,5,7
TRX-RD-8935,2025-10-26,011-6197242-5,"Ramón Pérez Rosario","Santo Domingo (Piantini)","Clases Guiadas","Básica",1152.00,1064.00,9,Activo,13,9
TRX-RD-8952,2025-10-26,031-3415573-2,"Kelvin Rosario Díaz","Santo Domingo (Piantini)","Membresías","Premium",2690.00,1705.00,7,Cancelado,13,8
TRX-RD-8962,2025-10-26,011-2999115-2,"Yamilka Jiménez Peña","Santo Domingo (Piantini)","Membresías","Básica",1690.00,1390.00,13,Activo,9,8
TRX-RD-8978,2025-10-26,002-0728408-4,"Juan Vásquez Castillo","Santo Domingo Este (Zona Oriental)","Membresías","Básica",1690.00,1460.00,12,Activo,8,9
TRX-RD-9019,2025-10-26,031-7085259-8,"Carmen Díaz Rosario","Santiago (Los Jardines)","Clases Guiadas","Premium",1233.00,1695.00,11,Activo,9,8
TRX-RD-9044,2025-10-26,031-7136987-3,"Emmanuel Morales Castillo","Santo Domingo (Piantini)","Personal Trainer","VIP",1473.00,2343.00,9,Activo,12,8
TRX-RD-9098,2025-10-26,097-7697463-7,"Altagracia Díaz Rodríguez","Santiago (Los Jardines)","Membresías","Básica",1690.00,1064.00,11,Activo,7,9
TRX-RD-9127,2025-10-26,037-4771277-0,"Johanny Santana Santana","Santiago (Los Jardines)","Membresías","Básica",1690.00,1270.00,8,Activo,7,8
TRX-RD-9149,2025-10-26,002-7118342-8,"Alejandro Paulino Ventura","Puerto Plata Club","Membresías","Básica",1690.00,1198.00,12,Activo,16,6
TRX-RD-9162,2025-10-26,097-6751381-6,"Carmen Gómez Martínez","Santiago (Los Jardines)","Membresías","Básica",1690.00,1385.00,11,Activo,10,9
TRX-RD-9192,2025-10-26,002-6362877-8,"Gabriel Jiménez Rosario","Puerto Plata Club","Membresías","Premium",2690.00,1692.00,7,Activo,14,9
TRX-RD-9241,2025-10-26,002-8358439-9,"Alejandro Rosario Pérez","Santo Domingo (Piantini)","Membresías","VIP",4890.00,2657.00,15,Activo,12,7
TRX-RD-9242,2025-10-26,002-8358439-9,"Alejandro Rosario Pérez","Santo Domingo (Piantini)","Clases Guiadas","VIP",810.00,2657.00,15,Activo,12,7
TRX-RD-9287,2025-10-26,031-2693777-4,"Emmanuel Santana Reyes","Santo Domingo Este (Zona Oriental)","Membresías","Básica",1690.00,1388.00,12,Activo,9,6
TRX-RD-9304,2025-10-26,001-7706644-6,"Joan Marte Santana","Santo Domingo Este (Zona Oriental)","Personal Trainer","Básica",1380.00,1596.00,11,Activo,7,8
TRX-RD-8689,2025-10-27,031-6593414-6,"Joan Ventura Sánchez","Santo Domingo Este (Zona Oriental)","Membresías","Básica",1690.00,1251.00,13,Activo,15,8
TRX-RD-8703,2025-10-27,011-0658246-1,"Manuel Jiménez Rosario","Puerto Plata Club","Membresías","Premium",2690.00,1298.00,12,Activo,15,9
TRX-RD-8719,2025-10-27,001-5994466-9,"Kelvin Rosario Santana","Santo Domingo (Piantini)","Membresías","Premium",2690.00,1635.00,13,Activo,7,8
TRX-RD-8735,2025-10-27,001-9801258-5,"Johanny Pérez Marte","Santiago (Los Jardines)","Tienda Deportiva","Básica",1612.00,1140.00,4,Activo,11,9
TRX-RD-8773,2025-10-27,037-6831363-1,"José Santana Díaz","Santiago (Los Jardines)","Membresías","Básica",1690.00,1317.00,9,Activo,7,8
TRX-RD-8775,2025-10-27,031-1874374-3,"Gabriel Martínez Pérez","Santo Domingo Este (Zona Oriental)","Membresías","Básica",1690.00,1181.00,8,Activo,7,8
TRX-RD-8841,2025-10-27,031-1824879-2,"Pedro Cruz Ventura","Santiago (Los Jardines)","Clases Guiadas","VIP",891.00,2532.00,6,Cancelado,9,6
TRX-RD-8857,2025-10-27,001-6416894-0,"Gabriel Guzmán Castillo","Punta Cana (Bávaro)","Membresías","Básica",1690.00,1018.00,9,Activo,9,8
TRX-RD-8901,2025-10-27,402-8434250-4,"Luisa Sánchez Cruz","Punta Cana (Bávaro)","Membresías","VIP",4890.00,2475.00,14,Activo,12,8
TRX-RD-8903,2025-10-27,011-2805876-3,"Nicole Rosario Reyes","Santo Domingo Este (Zona Oriental)","Membresías","Básica",1690.00,1377.00,11,Activo,9,7
TRX-RD-8951,2025-10-27,011-2788001-9,"Ramón Ventura Reyes","Santo Domingo (Piantini)","Membresías","VIP",4890.00,2662.00,13,Activo,10,8
TRX-RD-8992,2025-10-27,011-6804141-4,"Carmen Díaz Rodríguez","Santiago (Los Jardines)","Membresías","Básica",1690.00,1081.00,10,Activo,9,8
TRX-RD-8999,2025-10-27,031-3994908-9,"Genesis Martínez Pérez","Santo Domingo (Piantini)","Personal Trainer","VIP",1460.00,2456.00,12,Activo,14,8
TRX-RD-9006,2025-10-27,001-1274666-4,"Kelvin Marte Guzmán","Santiago (Los Jardines)","Clases Guiadas","Premium",782.00,1496.00,10,Activo,11,8
TRX-RD-9034,2025-10-27,011-1417102-6,"María Morales Morales","Santo Domingo Este (Zona Oriental)","Membresías","Básica",1690.00,1084.00,14,Activo,13,8
TRX-RD-9042,2025-10-27,037-7827589-5,"Rafael Pérez Rosario","Santo Domingo (Piantini)","Membresías","Premium",2690.00,1487.00,9,Activo,8,7
TRX-RD-9109,2025-10-27,097-0440943-3,"Juan Ventura Sánchez","Punta Cana (Bávaro)","Membresías","VIP",4890.00,2444.00,8,Activo,15,8
TRX-RD-9126,2025-10-27,037-6256257-1,"Ramón Díaz Jiménez","Santo Domingo Este (Zona Oriental)","Membresías","Básica",1690.00,1342.00,8,Activo,13,8
TRX-RD-9194,2025-10-27,031-0544898-3,"Miguel Martínez Jiménez","Santo Domingo Este (Zona Oriental)","Clases Guiadas","Premium",979.00,1940.00,7,Activo,6,8
TRX-RD-9205,2025-10-27,001-4994562-8,"Pedro Marte Marte","Santo Domingo Este (Zona Oriental)","Membresías","Básica",1690.00,1370.00,11,Activo,10,8
TRX-RD-9223,2025-10-27,402-0146305-2,"Rafael García Morales","Santo Domingo (Piantini)","Membresías","Básica",1690.00,1466.00,8,Activo,7,7
TRX-RD-9229,2025-10-27,037-3862730-0,"Miguel Díaz Reyes","Puerto Plata Club","Membresías","Básica",1690.00,809.00,15,Activo,17,8
TRX-RD-9234,2025-10-27,402-0142321-3,"Stephanie Morales Marte","Punta Cana (Bávaro)","Personal Trainer","VIP",1557.00,2376.00,10,Activo,0,8
TRX-RD-9246,2025-10-27,002-5568091-0,"Gabriel Guzmán Martínez","Santo Domingo (Piantini)","Personal Trainer","Básica",1491.00,948.00,11,Activo,13,9
TRX-RD-9264,2025-10-27,037-4105850-1,"Rosa Paulino Gómez","Santiago (Los Jardines)","Tienda Deportiva","Premium",1806.00,1652.00,7,Activo,10,10
TRX-RD-9269,2025-10-27,002-3241056-3,"Carolina Sánchez Paulino","Santo Domingo (Piantini)","Personal Trainer","Básica",1725.00,1438.00,4,Activo,9,7
TRX-RD-9280,2025-10-27,037-7816548-4,"Manuel Jiménez Martínez","Santiago (Los Jardines)","Membresías","Premium",2690.00,1719.00,11,Activo,10,8
TRX-RD-9286,2025-10-27,097-4974915-7,"Laura Santana Vásquez","Punta Cana (Bávaro)","Tienda Deportiva","Básica",2020.00,1537.00,11,Activo,12,9
TRX-RD-9300,2025-10-27,031-0084252-9,"Yamilka Morales Cruz","Santo Domingo Este (Zona Oriental)","Personal Trainer","Básica",1609.00,1317.00,6,Activo,14,9
TRX-RD-8587,2025-10-28,031-4625065-3,"Rosa Paulino Cruz","Santiago (Los Jardines)","Membresías","Básica",1690.00,1280.00,7,Activo,12,7
TRX-RD-8592,2025-10-28,002-2999348-0,"Carmen Vásquez Paulino","Punta Cana (Bávaro)","Membresías","Básica",1690.00,1561.00,11,Activo,12,8
TRX-RD-8595,2025-10-28,002-6892455-2,"Rafael Jiménez Guzmán","Santo Domingo Este (Zona Oriental)","Clases Guiadas","Básica",1233.00,1399.00,13,Activo,13,8
TRX-RD-8613,2025-10-28,037-4799381-8,"José Castillo Jiménez","Punta Cana (Bávaro)","Membresías","Premium",2690.00,1686.00,12,Activo,11,9
TRX-RD-8647,2025-10-28,011-7722143-7,"Nicole Cruz Pérez","Punta Cana (Bávaro)","Membresías","Básica",1690.00,1290.00,13,Activo,7,10
TRX-RD-8695,2025-10-28,097-9220691-5,"Patricia Pérez Jiménez","Santo Domingo Este (Zona Oriental)","Membresías","Básica",1690.00,1468.00,14,Activo,11,9
TRX-RD-8699,2025-10-28,402-0968845-2,"María Santana Sánchez","Santiago (Los Jardines)","Personal Trainer","Básica",1365.00,998.00,8,Activo,13,8
TRX-RD-8720,2025-10-28,097-4067578-1,"Stephanie Ventura Pérez","Santo Domingo (Piantini)","Membresías","Premium",2690.00,1813.00,11,Activo,13,7
TRX-RD-8729,2025-10-28,002-4743620-7,"Stephanie Pérez Pérez","Santo Domingo (Piantini)","Clases Guiadas","Básica",794.00,1141.00,14,Activo,9,6
TRX-RD-8802,2025-10-28,011-1679631-7,"Laura Gómez Paulino","Santiago (Los Jardines)","Membresías","Premium",2690.00,1581.00,11,Activo,10,7
TRX-RD-8828,2025-10-28,011-9577059-7,"Laura Paulino Jiménez","Santo Domingo Este (Zona Oriental)","Personal Trainer","Básica",1426.00,1208.00,10,Activo,12,9
TRX-RD-8844,2025-10-28,097-7940625-6,"Carlos Reyes Rosario","Santo Domingo (Piantini)","Membresías","VIP",4890.00,2633.00,9,Activo,11,7
TRX-RD-8889,2025-10-28,002-7569082-4,"Altagracia Sánchez Morales","Santo Domingo (Piantini)","Membresías","VIP",4890.00,2428.00,12,Activo,9,8
TRX-RD-8893,2025-10-28,011-7595168-8,"Juan Morales Reyes","Punta Cana (Bávaro)","Membresías","Básica",1690.00,1108.00,7,Activo,14,8
TRX-RD-8970,2025-10-28,031-0389221-6,"Laura Reyes Marte","Santo Domingo (Piantini)","Clases Guiadas","Premium",948.00,1788.00,9,Activo,11,7
TRX-RD-9001,2025-10-28,097-7852937-1,"Rafael Rosario Guzmán","Punta Cana (Bávaro)","Membresías","Básica",1690.00,1344.00,8,Activo,11,9
TRX-RD-9012,2025-10-28,031-8359069-8,"Alejandro Cruz Gómez","Santiago (Los Jardines)","Membresías","Básica",1690.00,1312.00,9,Activo,8,8
TRX-RD-9020,2025-10-28,002-4145283-8,"Stephanie Martínez Rodríguez","Punta Cana (Bávaro)","Membresías","Básica",1690.00,1446.00,10,Activo,8,10
TRX-RD-9039,2025-10-28,001-7084713-1,"María Vásquez Marte","Santo Domingo Este (Zona Oriental)","Membresías","Premium",2690.00,1471.00,9,Activo,15,8
TRX-RD-9100,2025-10-28,097-1755408-4,"Carolina Paulino Marte","Santo Domingo Este (Zona Oriental)","Membresías","Premium",2690.00,1360.00,5,Activo,6,8
TRX-RD-9140,2025-10-28,402-0309719-7,"Yudelka Rodríguez Guzmán","Santo Domingo (Piantini)","Membresías","VIP",4890.00,2215.00,16,Activo,11,8
TRX-RD-9142,2025-10-28,097-7382184-9,"Ana Díaz Reyes","Santo Domingo (Piantini)","Clases Guiadas","Premium",841.00,1649.00,10,Activo,19,7
TRX-RD-9159,2025-10-28,402-7075109-8,"Carolina Peña Santana","Punta Cana (Bávaro)","Personal Trainer","Premium",1292.00,1597.00,10,Activo,5,6
TRX-RD-9163,2025-10-28,402-9645729-0,"María Ventura García","Punta Cana (Bávaro)","Membresías","Básica",1690.00,1174.00,8,Activo,11,7
TRX-RD-9211,2025-10-28,031-0627540-1,"María Morales Guzmán","Punta Cana (Bávaro)","Membresías","Básica",1690.00,1201.00,14,Activo,14,8
TRX-RD-9305,2025-10-28,011-8674698-6,"Ramón Reyes Paulino","Santo Domingo (Piantini)","Membresías","Premium",2690.00,1433.00,11,Activo,9,10
TRX-RD-9322,2025-11-01,002-2999348-0,"Carmen Vásquez Paulino","Punta Cana (Bávaro)","Membresías","Básica",1690.00,1561.00,11,Activo,13,8
TRX-RD-9345,2025-11-01,402-8041676-5,"Alejandro Vásquez García","Punta Cana (Bávaro)","Membresías","Premium",2690.00,1752.00,12,Activo,12,7
TRX-RD-9411,2025-11-01,031-6593414-6,"Joan Ventura Sánchez","Santo Domingo Este (Zona Oriental)","Membresías","Básica",1690.00,1251.00,13,Activo,6,10
TRX-RD-9485,2025-11-01,037-7016446-9,"Ana Cruz Peña","Santiago (Los Jardines)","Tienda Deportiva","Básica",1407.00,1191.00,11,Activo,9,9
TRX-RD-9492,2025-11-01,001-0472829-0,"Luisa Santana Díaz","Santo Domingo (Piantini)","Membresías","Premium",2690.00,1560.00,9,Activo,13,8
TRX-RD-9494,2025-11-01,002-3031991-5,"Emmanuel Reyes Morales","Santo Domingo (Piantini)","Membresías","Premium",2690.00,1671.00,7,Activo,10,9
TRX-RD-9502,2025-11-01,402-9933288-8,"Carmen Peña Díaz","Santiago (Los Jardines)","Personal Trainer","Premium",1495.00,1344.00,9,Activo,10,8
TRX-RD-9553,2025-11-01,097-9949127-0,"Francisco Santana Peña","Santo Domingo (Piantini)","Membresías","VIP",4890.00,2523.00,15,Activo,17,7
TRX-RD-9570,2025-11-01,097-5033409-7,"Rafael Santana Reyes","Santo Domingo (Piantini)","Membresías","Básica",1690.00,1108.00,7,Cancelado,10,9
TRX-RD-9576,2025-11-01,002-9235870-2,"Juan Castillo Cruz","Punta Cana (Bávaro)","Membresías","VIP",4890.00,2478.00,10,Activo,10,8
TRX-RD-9614,2025-11-01,402-7419040-0,"Manuel Morales Martínez","Santiago (Los Jardines)","Personal Trainer","VIP",1503.00,2232.00,14,Activo,8,9
TRX-RD-9634,2025-11-01,001-2305238-3,"Johanny Jiménez Marte","Santo Domingo (Piantini)","Membresías","VIP",4890.00,2486.00,10,Cancelado,7,8
TRX-RD-9663,2025-11-01,002-2795339-5,"Ramón Martínez Vásquez","Santo Domingo (Piantini)","Membresías","Básica",1690.00,1134.00,12,Activo,14,7
TRX-RD-9744,2025-11-01,037-7827589-5,"Rafael Pérez Rosario","Santo Domingo (Piantini)","Membresías","Premium",2690.00,1487.00,9,Activo,10,8
TRX-RD-9750,2025-11-01,402-2814003-0,"Miguel Paulino García","Punta Cana (Bávaro)","Clases Guiadas","Premium",712.00,1773.00,6,Activo,5,6
TRX-RD-9775,2025-11-01,037-4151451-1,"María Díaz Cruz","Punta Cana (Bávaro)","Membresías","Premium",2690.00,1686.00,9,Activo,7,7
TRX-RD-9776,2025-11-01,011-1481876-6,"Yudelka Marte Santana","Punta Cana (Bávaro)","Membresías","Premium",2690.00,1662.00,10,Activo,14,9
TRX-RD-9801,2025-11-01,402-5462716-5,"Genesis García García","Punta Cana (Bávaro)","Personal Trainer","Premium",1937.00,1764.00,13,Activo,10,8
TRX-RD-9804,2025-11-01,011-0238353-4,"José Jiménez Guzmán","Santo Domingo Este (Zona Oriental)","Membresías","Básica",1690.00,998.00,7,Activo,13,7
TRX-RD-9823,2025-11-01,031-3993669-8,"Carolina Vásquez Pérez","Punta Cana (Bávaro)","Tienda Deportiva","Premium",1689.00,1428.00,8,Activo,10,10
TRX-RD-9827,2025-11-01,097-7382184-9,"Ana Díaz Reyes","Santo Domingo (Piantini)","Membresías","Premium",2690.00,1649.00,10,Activo,10,10
TRX-RD-9841,2025-11-01,402-7075109-8,"Carolina Peña Santana","Punta Cana (Bávaro)","Clases Guiadas","Premium",828.00,1597.00,10,Activo,11,9
TRX-RD-9863,2025-11-01,037-8345657-1,"Altagracia Guzmán Rodríguez","Santo Domingo (Piantini)","Clases Guiadas","VIP",853.00,2412.00,9,Activo,15,10
TRX-RD-9877,2025-11-01,001-4573372-1,"Carolina Ventura Pérez","Santo Domingo Este (Zona Oriental)","Membresías","Básica",1690.00,1256.00,5,Activo,10,6
TRX-RD-9913,2025-11-01,002-8358439-9,"Alejandro Rosario Pérez","Santo Domingo (Piantini)","Clases Guiadas","VIP",1131.00,2657.00,15,Activo,14,7
TRX-RD-9940,2025-11-01,011-3817674-6,"Manuel Reyes Rodríguez","Santiago (Los Jardines)","Membresías","VIP",4890.00,2435.00,12,Activo,8,9
TRX-RD-9968,2025-11-01,011-5398339-8,"Rafael Paulino Jiménez","Santo Domingo Este (Zona Oriental)","Clases Guiadas","Básica",912.00,1136.00,10,Activo,10,6
TRX-RD-9972,2025-11-01,037-3006683-8,"Carmen Peña Peña","Punta Cana (Bávaro)","Membresías","Básica",1690.00,1406.00,10,Cancelado,6,7
TRX-RD-9327,2025-11-02,002-7106673-0,"Emmanuel Santana Paulino","Santiago (Los Jardines)","Tienda Deportiva","Premium",1146.00,1582.00,12,Activo,9,6
TRX-RD-9332,2025-11-02,037-7793362-7,"Pedro Díaz Cruz","Santiago (Los Jardines)","Personal Trainer","Básica",1309.00,1318.00,11,Activo,13,5
TRX-RD-9373,2025-11-02,011-7722143-7,"Nicole Cruz Pérez","Punta Cana (Bávaro)","Membresías","Básica",1690.00,1290.00,13,Activo,15,9
TRX-RD-9415,2025-11-02,037-9879283-8,"Carmen Morales Cruz","Santo Domingo (Piantini)","Membresías","Básica",1690.00,1237.00,10,Activo,18,7
TRX-RD-9435,2025-11-02,001-4914206-9,"Gabriel Díaz Reyes","Santiago (Los Jardines)","Tienda Deportiva","Premium",1932.00,1504.00,15,Activo,17,9
TRX-RD-9474,2025-11-02,002-2068409-6,"Gabriel Díaz Guzmán","Puerto Plata Club","Membresías","Básica",1690.00,1264.00,10,Cancelado,10,7
TRX-RD-9516,2025-11-02,001-7943153-1,"Laura Martínez Reyes","Santo Domingo (Piantini)","Personal Trainer","Básica",1627.00,1213.00,15,Activo,14,9
TRX-RD-9534,2025-11-02,002-2421057-5,"Yamilka Pérez Vásquez","Santiago (Los Jardines)","Membresías","Básica",1690.00,1190.00,11,Activo,12,8
TRX-RD-9562,2025-11-02,037-7391172-6,"Yudelka Paulino Castillo","Santo Domingo (Piantini)","Membresías","Premium",2690.00,1548.00,8,Activo,12,8
TRX-RD-9611,2025-11-02,031-5240580-3,"Rafael Rosario Rosario","Santiago (Los Jardines)","Membresías","Premium",2690.00,1595.00,8,Activo,12,7
TRX-RD-9799,2025-11-02,031-7945376-0,"Kelvin Pérez Pérez","Santiago (Los Jardines)","Membresías","Básica",1690.00,1178.00,8,Activo,9,8
TRX-RD-9826,2025-11-02,402-0309719-7,"Yudelka Rodríguez Guzmán","Santo Domingo (Piantini)","Tienda Deportiva","VIP",1854.00,2215.00,16,Activo,11,8
TRX-RD-9905,2025-11-02,037-3862730-0,"Miguel Díaz Reyes","Puerto Plata Club","Personal Trainer","Básica",1342.00,809.00,15,Activo,11,7
TRX-RD-9927,2025-11-02,031-3353004-2,"Emmanuel Reyes Marte","Santiago (Los Jardines)","Membresías","Básica",1690.00,1007.00,7,Activo,10,8
TRX-RD-9341,2025-11-03,402-4917674-0,"Yamilka García Morales","Punta Cana (Bávaro)","Membresías","VIP",4890.00,2476.00,10,Activo,13,8
TRX-RD-9417,2025-11-03,097-9220691-5,"Patricia Pérez Jiménez","Santo Domingo Este (Zona Oriental)","Membresías","Básica",1690.00,1468.00,14,Activo,11,8
TRX-RD-9439,2025-11-03,001-5994466-9,"Kelvin Rosario Santana","Santo Domingo (Piantini)","Membresías","Premium",2690.00,1635.00,13,Activo,10,8
TRX-RD-9463,2025-11-03,002-0153299-1,"Alejandro Sánchez Marte","Punta Cana (Bávaro)","Membresías","Básica",1690.00,1148.00,7,Activo,5,8
TRX-RD-9509,2025-11-03,031-1282880-5,"María Martínez Peña","Santiago (Los Jardines)","Membresías","Premium",2690.00,1493.00,7,Cancelado,14,8
TRX-RD-9558,2025-11-03,097-7940625-6,"Carlos Reyes Rosario","Santo Domingo (Piantini)","Clases Guiadas","VIP",848.00,2633.00,9,Activo,13,8
TRX-RD-9585,2025-11-03,001-5280253-4,"Carlos Rodríguez Cruz","Santiago (Los Jardines)","Tienda Deportiva","Básica",1079.00,1160.00,7,Activo,11,8
TRX-RD-9613,2025-11-03,402-7419040-0,"Manuel Morales Martínez","Santiago (Los Jardines)","Membresías","VIP",4890.00,2232.00,14,Activo,8,9
TRX-RD-9645,2025-11-03,097-3288495-3,"Luis Sánchez Peña","Santiago (Los Jardines)","Membresías","VIP",4890.00,2380.00,11,Activo,11,7
TRX-RD-9714,2025-11-03,037-1652013-9,"Francisco Peña Marte","Santiago (Los Jardines)","Membresías","Premium",2690.00,1585.00,8,Activo,14,8
TRX-RD-9729,2025-11-03,011-8699091-5,"Stephanie Sánchez Martínez","Santo Domingo (Piantini)","Personal Trainer","Básica",1612.00,1133.00,14,Activo,13,8
TRX-RD-9785,2025-11-03,097-2693594-4,"Nicole Castillo Sánchez","Santo Domingo (Piantini)","Membresías","Básica",1690.00,1174.00,8,Activo,9,8
TRX-RD-9794,2025-11-03,001-7434335-0,"Ramón Morales Santana","Santo Domingo (Piantini)","Membresías","Premium",2690.00,1388.00,11,Activo,13,10
TRX-RD-9846,2025-11-03,002-4563876-2,"Rosa Reyes Peña","Puerto Plata Club","Membresías","Básica",1690.00,1081.00,11,Activo,12,7
TRX-RD-9908,2025-11-03,402-0142321-3,"Stephanie Morales Marte","Punta Cana (Bávaro)","Membresías","VIP",4890.00,2376.00,10,Activo,12,6
TRX-RD-9919,2025-11-03,402-6446294-2,"Carolina Morales Guzmán","Punta Cana (Bávaro)","Membresías","Básica",1690.00,1314.00,9,Activo,17,9
TRX-RD-9936,2025-11-03,037-4105850-1,"Rosa Paulino Gómez","Santiago (Los Jardines)","Membresías","Premium",2690.00,1652.00,7,Activo,15,9
TRX-RD-9946,2025-11-03,402-2143151-9,"Rosa Sánchez Sánchez","Puerto Plata Club","Membresías","Básica",1690.00,1418.00,13,Activo,11,6
TRX-RD-9947,2025-11-03,011-3392304-3,"Pedro Gómez Díaz","Santiago (Los Jardines)","Membresías","Básica",1690.00,1229.00,16,Activo,8,7
TRX-RD-9948,2025-11-03,031-1859472-4,"Laura Martínez García","Puerto Plata Club","Membresías","VIP",4890.00,2690.00,10,Activo,16,7
TRX-RD-9323,2025-11-04,002-6892455-2,"Rafael Jiménez Guzmán","Santo Domingo Este (Zona Oriental)","Membresías","Básica",1690.00,1399.00,13,Activo,13,8
TRX-RD-9337,2025-11-04,037-8530130-4,"Miguel Marte Castillo","Santiago (Los Jardines)","Personal Trainer","Básica",1588.00,1247.00,5,Activo,8,7
TRX-RD-9381,2025-11-04,011-4786136-1,"Altagracia Marte Jiménez","Santo Domingo Este (Zona Oriental)","Clases Guiadas","Básica",811.00,1326.00,10,Activo,8,8
TRX-RD-9391,2025-11-04,037-5881311-1,"Luisa Santana Guzmán","Santo Domingo (Piantini)","Clases Guiadas","Premium",1096.00,1676.00,8,Activo,7,9
TRX-RD-9392,2025-11-04,402-0624088-5,"Carlos Sánchez Guzmán","Santo Domingo (Piantini)","Membresías","Básica",1690.00,1359.00,14,Activo,11,8
TRX-RD-9422,2025-11-04,011-6895563-9,"Kelvin Rodríguez Gómez","Santo Domingo Este (Zona Oriental)","Membresías","Básica",1690.00,1157.00,12,Activo,8,8
TRX-RD-9426,2025-11-04,097-1884385-8,"Ana Santana Rodríguez","Santo Domingo (Piantini)","Tienda Deportiva","Premium",1308.00,1659.00,11,Activo,10,8
TRX-RD-9472,2025-11-04,011-2335632-9,"Luisa Rosario Jiménez","Santiago (Los Jardines)","Membresías","Básica",1690.00,1055.00,13,Activo,12,8
TRX-RD-9503,2025-11-04,031-1102942-1,"Miguel Sánchez Sánchez","Santo Domingo (Piantini)","Membresías","Básica",1690.00,1329.00,19,Activo,18,9
TRX-RD-9568,2025-11-04,031-2974266-8,"Johanny Jiménez Jiménez","Santo Domingo (Piantini)","Tienda Deportiva","Premium",2379.00,1751.00,12,Activo,12,9
TRX-RD-9571,2025-11-04,097-5033409-7,"Rafael Santana Reyes","Santo Domingo (Piantini)","Personal Trainer","Básica",1577.00,1108.00,7,Cancelado,10,9
TRX-RD-9572,2025-11-04,001-6416894-0,"Gabriel Guzmán Castillo","Punta Cana (Bávaro)","Membresías","Básica",1690.00,1018.00,9,Activo,6,7
TRX-RD-9596,2025-11-04,402-1618967-6,"Carlos Paulino Guzmán","Punta Cana (Bávaro)","Tienda Deportiva","Básica",1281.00,1128.00,10,Activo,11,9
TRX-RD-9705,2025-11-04,031-3994908-9,"Genesis Martínez Pérez","Santo Domingo (Piantini)","Membresías","VIP",4890.00,2456.00,12,Activo,11,7
TRX-RD-9777,2025-11-04,011-1481876-6,"Yudelka Marte Santana","Punta Cana (Bávaro)","Clases Guiadas","Premium",880.00,1662.00,10,Activo,14,9
TRX-RD-9779,2025-11-04,037-2317067-0,"Kelvin Jiménez Sánchez","Santo Domingo Este (Zona Oriental)","Membresías","VIP",4890.00,2731.00,19,Activo,10,8
TRX-RD-9805,2025-11-04,011-0238353-4,"José Jiménez Guzmán","Santo Domingo Este (Zona Oriental)","Clases Guiadas","Básica",1199.00,998.00,7,Activo,13,7
TRX-RD-9830,2025-11-04,402-0044725-4,"Nicole Rosario Castillo","Santo Domingo (Piantini)","Tienda Deportiva","VIP",1337.00,2318.00,9,Activo,11,8
TRX-RD-9842,2025-11-04,001-3344357-2,"Rosa Marte Martínez","Santo Domingo (Piantini)","Membresías","Básica",1690.00,1036.00,9,Activo,14,8
TRX-RD-9857,2025-11-04,402-0766543-7,"Gabriel Cruz Díaz","Santo Domingo (Piantini)","Membresías","Premium",2690.00,1829.00,10,Activo,13,7
